t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,total_CO2_mass
364800,1.113991E+05,1.055019E+05,7.633E-17,1.274E-06,4.046E-03,5.776E-04,0.000E+00,0.000E+00,2.954E-04,5.776E-04,1.071E+00,9.438E-03
365400,1.113991E+05,1.055019E+05,3.990E-17,1.001E-06,4.046E-03,5.775E-04,0.000E+00,0.000E+00,2.954E-04,5.775E-04,1.068E+00,9.438E-03
366000,1.113991E+05,1.055019E+05,5.551E-17,7.182E-07,4.046E-03,5.774E-04,0.000E+00,0.000E+00,2.954E-04,5.774E-04,1.064E+00,9.438E-03
366600,1.113991E+05,1.055019E+05,0.000E+00,4.989E-07,4.046E-03,5.773E-04,0.000E+00,0.000E+00,2.954E-04,5.773E-04,1.060E+00,9.438E-03
367200,1.113991E+05,1.055019E+05,4.163E-17,3.209E-07,4.046E-03,5.771E-04,0.000E+00,0.000E+00,2.955E-04,5.771E-04,1.056E+00,9.438E-03
367800,1.113991E+05,1.055019E+05,1.735E-17,2.192E-07,4.046E-03,5.770E-04,0.000E+00,0.000E+00,2.955E-04,5.770E-04,1.052E+00,9.438E-03
368400,1.113991E+05,1.055019E+05,2.082E-17,1.500E-07,4.046E-03,5.768E-04,0.000E+00,0.000E+00,2.955E-04,5.768E-04,1.049E+00,9.438E-03
369000,1.113991E+05,1.055019E+05,0.000E+00,9.361E-08,4.046E-03,5.767E-04,0.000E+00,0.000E+00,2.955E-04,5.767E-04,1.045E+00,9.438E-03
369600,1.113991E+05,1.055019E+05,9.107E-17,3.196E-08,4.046E-03,5.765E-04,0.000E+00,0.000E+00,2.955E-04,5.765E-04,1.041E+00,9.438E-03
370200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.046E-03,5.763E-04,0.000E+00,0.000E+00,2.955E-04,5.763E-04,1.037E+00,9.438E-03
370800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.046E-03,5.761E-04,0.000E+00,0.000E+00,2.956E-04,5.761E-04,1.033E+00,9.438E-03
371400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.046E-03,5.759E-04,0.000E+00,0.000E+00,2.956E-04,5.759E-04,1.029E+00,9.438E-03
372000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.046E-03,5.757E-04,0.000E+00,0.000E+00,2.956E-04,5.757E-04,1.025E+00,9.438E-03
372600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.046E-03,5.755E-04,0.000E+00,0.000E+00,2.956E-04,5.755E-04,1.021E+00,9.438E-03
373200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.046E-03,5.753E-04,0.000E+00,0.000E+00,2.956E-04,5.753E-04,1.017E+00,9.438E-03
373800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.046E-03,5.751E-04,0.000E+00,0.000E+00,2.957E-04,5.751E-04,1.013E+00,9.438E-03
374400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.046E-03,5.748E-04,0.000E+00,0.000E+00,2.957E-04,5.748E-04,1.009E+00,9.438E-03
375000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.746E-04,0.000E+00,0.000E+00,2.957E-04,5.746E-04,1.006E+00,9.438E-03
375600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.744E-04,0.000E+00,0.000E+00,2.957E-04,5.744E-04,1.002E+00,9.438E-03
376200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.742E-04,0.000E+00,0.000E+00,2.958E-04,5.742E-04,9.983E-01,9.438E-03
376800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.739E-04,0.000E+00,0.000E+00,2.958E-04,5.739E-04,9.947E-01,9.438E-03
377400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.737E-04,0.000E+00,0.000E+00,2.958E-04,5.737E-04,9.912E-01,9.438E-03
378000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.735E-04,0.000E+00,0.000E+00,2.958E-04,5.735E-04,9.878E-01,9.438E-03
378600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.733E-04,0.000E+00,0.000E+00,2.959E-04,5.733E-04,9.844E-01,9.438E-03
379200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.730E-04,0.000E+00,0.000E+00,2.959E-04,5.730E-04,9.810E-01,9.438E-03
379800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.728E-04,0.000E+00,0.000E+00,2.959E-04,5.728E-04,9.777E-01,9.438E-03
380400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.726E-04,0.000E+00,0.000E+00,2.959E-04,5.726E-04,9.743E-01,9.438E-03
381000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.724E-04,0.000E+00,0.000E+00,2.960E-04,5.724E-04,9.710E-01,9.438E-03
381600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.721E-04,0.000E+00,0.000E+00,2.960E-04,5.721E-04,9.677E-01,9.438E-03
382200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.719E-04,0.000E+00,0.000E+00,2.960E-04,5.719E-04,9.644E-01,9.438E-03
382800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.045E-03,5.717E-04,0.000E+00,0.000E+00,2.960E-04,5.717E-04,9.611E-01,9.438E-03
383400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.715E-04,0.000E+00,0.000E+00,2.961E-04,5.715E-04,9.579E-01,9.438E-03
384000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.713E-04,0.000E+00,0.000E+00,2.961E-04,5.713E-04,9.546E-01,9.438E-03
384600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.710E-04,0.000E+00,0.000E+00,2.961E-04,5.710E-04,9.514E-01,9.438E-03
385200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.708E-04,0.000E+00,0.000E+00,2.962E-04,5.708E-04,9.481E-01,9.438E-03
385800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.706E-04,0.000E+00,0.000E+00,2.962E-04,5.706E-04,9.449E-01,9.438E-03
386400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.704E-04,0.000E+00,0.000E+00,2.962E-04,5.704E-04,9.416E-01,9.438E-03
387000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.702E-04,0.000E+00,0.000E+00,2.962E-04,5.702E-04,9.384E-01,9.438E-03
387600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.700E-04,0.000E+00,0.000E+00,2.963E-04,5.700E-04,9.351E-01,9.438E-03
388200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.698E-04,0.000E+00,0.000E+00,2.963E-04,5.698E-04,9.317E-01,9.438E-03
388800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.696E-04,0.000E+00,0.000E+00,2.963E-04,5.696E-04,9.284E-01,9.438E-03
389400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.694E-04,0.000E+00,0.000E+00,2.964E-04,5.694E-04,9.250E-01,9.438E-03
390000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.692E-04,0.000E+00,0.000E+00,2.964E-04,5.692E-04,9.216E-01,9.438E-03
390600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.690E-04,0.000E+00,0.000E+00,2.964E-04,5.690E-04,9.181E-01,9.438E-03
391200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.688E-04,0.000E+00,0.000E+00,2.965E-04,5.688E-04,9.146E-01,9.438E-03
391800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.686E-04,0.000E+00,0.000E+00,2.965E-04,5.686E-04,9.111E-01,9.438E-03
392400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.684E-04,0.000E+00,0.000E+00,2.965E-04,5.684E-04,9.076E-01,9.438E-03
393000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.682E-04,0.000E+00,0.000E+00,2.966E-04,5.682E-04,9.040E-01,9.438E-03
393600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.680E-04,0.000E+00,0.000E+00,2.966E-04,5.680E-04,9.004E-01,9.438E-03
394200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.679E-04,0.000E+00,0.000E+00,2.966E-04,5.679E-04,8.967E-01,9.438E-03
394800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.677E-04,0.000E+00,0.000E+00,2.967E-04,5.677E-04,8.930E-01,9.438E-03
395400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.675E-04,0.000E+00,0.000E+00,2.967E-04,5.675E-04,8.893E-01,9.438E-03
396000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.673E-04,0.000E+00,0.000E+00,2.967E-04,5.673E-04,8.856E-01,9.438E-03
396600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.672E-04,0.000E+00,0.000E+00,2.968E-04,5.672E-04,8.820E-01,9.438E-03
397200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.670E-04,0.000E+00,0.000E+00,2.968E-04,5.670E-04,8.783E-01,9.438E-03
397800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.669E-04,0.000E+00,0.000E+00,2.968E-04,5.669E-04,8.746E-01,9.438E-03
398400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.667E-04,0.000E+00,0.000E+00,2.969E-04,5.667E-04,8.709E-01,9.438E-03
399000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.665E-04,0.000E+00,0.000E+00,2.969E-04,5.665E-04,8.672E-01,9.438E-03
399600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.664E-04,0.000E+00,0.000E+00,2.969E-04,5.664E-04,8.635E-01,9.438E-03
400200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.662E-04,0.000E+00,0.000E+00,2.970E-04,5.662E-04,8.597E-01,9.438E-03
400800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.661E-04,0.000E+00,0.000E+00,2.970E-04,5.661E-04,8.560E-01,9.438E-03
401400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.660E-04,0.000E+00,0.000E+00,2.971E-04,5.660E-04,8.522E-01,9.438E-03
402000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.658E-04,0.000E+00,0.000E+00,2.971E-04,5.658E-04,8.485E-01,9.438E-03
402600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.657E-04,0.000E+00,0.000E+00,2.971E-04,5.657E-04,8.447E-01,9.438E-03
403200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.656E-04,0.000E+00,0.000E+00,2.972E-04,5.656E-04,8.409E-01,9.438E-03
403800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.654E-04,0.000E+00,0.000E+00,2.972E-04,5.654E-04,8.372E-01,9.438E-03
404400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.653E-04,0.000E+00,0.000E+00,2.972E-04,5.653E-04,8.334E-01,9.438E-03
405000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.652E-04,0.000E+00,0.000E+00,2.973E-04,5.652E-04,8.297E-01,9.438E-03
405600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.651E-04,0.000E+00,0.000E+00,2.973E-04,5.651E-04,8.260E-01,9.438E-03
406200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.650E-04,0.000E+00,0.000E+00,2.974E-04,5.650E-04,8.222E-01,9.438E-03
406800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.649E-04,0.000E+00,0.000E+00,2.974E-04,5.649E-04,8.185E-01,9.438E-03
407400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.647E-04,0.000E+00,0.000E+00,2.974E-04,5.647E-04,8.148E-01,9.438E-03
408000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.646E-04,0.000E+00,0.000E+00,2.975E-04,5.646E-04,8.110E-01,9.438E-03
408600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.645E-04,0.000E+00,0.000E+00,2.975E-04,5.645E-04,8.073E-01,9.438E-03
409200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.644E-04,0.000E+00,0.000E+00,2.976E-04,5.644E-04,8.036E-01,9.438E-03
409800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.643E-04,0.000E+00,0.000E+00,2.976E-04,5.643E-04,7.999E-01,9.438E-03
410400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.643E-04,0.000E+00,0.000E+00,2.977E-04,5.643E-04,7.962E-01,9.438E-03
411000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.642E-04,0.000E+00,0.000E+00,2.977E-04,5.642E-04,7.925E-01,9.438E-03
411600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.641E-04,0.000E+00,0.000E+00,2.977E-04,5.641E-04,7.888E-01,9.438E-03
412200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.640E-04,0.000E+00,0.000E+00,2.978E-04,5.640E-04,7.851E-01,9.438E-03
412800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.639E-04,0.000E+00,0.000E+00,2.978E-04,5.639E-04,7.815E-01,9.438E-03
413400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.638E-04,0.000E+00,0.000E+00,2.979E-04,5.638E-04,7.779E-01,9.438E-03
414000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.638E-04,0.000E+00,0.000E+00,2.979E-04,5.638E-04,7.743E-01,9.438E-03
414600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.637E-04,0.000E+00,0.000E+00,2.980E-04,5.637E-04,7.707E-01,9.438E-03
415200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.636E-04,0.000E+00,0.000E+00,2.980E-04,5.636E-04,7.672E-01,9.438E-03
415800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.636E-04,0.000E+00,0.000E+00,2.981E-04,5.636E-04,7.636E-01,9.438E-03
416400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.635E-04,0.000E+00,0.000E+00,2.981E-04,5.635E-04,7.601E-01,9.438E-03
417000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.634E-04,0.000E+00,0.000E+00,2.981E-04,5.634E-04,7.566E-01,9.438E-03
417600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.634E-04,0.000E+00,0.000E+00,2.982E-04,5.634E-04,7.531E-01,9.438E-03
418200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.633E-04,0.000E+00,0.000E+00,2.982E-04,5.633E-04,7.495E-01,9.438E-03
418800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.633E-04,0.000E+00,0.000E+00,2.983E-04,5.633E-04,7.460E-01,9.438E-03
419400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.632E-04,0.000E+00,0.000E+00,2.983E-04,5.632E-04,7.425E-01,9.438E-03
420000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.632E-04,0.000E+00,0.000E+00,2.984E-04,5.632E-04,7.391E-01,9.438E-03
420600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.631E-04,0.000E+00,0.000E+00,2.984E-04,5.631E-04,7.356E-01,9.438E-03
421200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.631E-04,0.000E+00,0.000E+00,2.985E-04,5.631E-04,7.321E-01,9.438E-03
421800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.630E-04,0.000E+00,0.000E+00,2.985E-04,5.630E-04,7.287E-01,9.438E-03
422400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.630E-04,0.000E+00,0.000E+00,2.986E-04,5.630E-04,7.253E-01,9.438E-03
423000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.630E-04,0.000E+00,0.000E+00,2.986E-04,5.630E-04,7.219E-01,9.438E-03
423600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.629E-04,0.000E+00,0.000E+00,2.987E-04,5.629E-04,7.185E-01,9.438E-03
424200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.629E-04,0.000E+00,0.000E+00,2.987E-04,5.629E-04,7.151E-01,9.438E-03
424800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.629E-04,0.000E+00,0.000E+00,2.988E-04,5.629E-04,7.118E-01,9.438E-03
425400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.628E-04,0.000E+00,0.000E+00,2.988E-04,5.628E-04,7.085E-01,9.438E-03
426000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.628E-04,0.000E+00,0.000E+00,2.989E-04,5.628E-04,7.052E-01,9.438E-03
426600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.628E-04,0.000E+00,0.000E+00,2.989E-04,5.628E-04,7.019E-01,9.438E-03
427200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.628E-04,0.000E+00,0.000E+00,2.990E-04,5.628E-04,6.986E-01,9.438E-03
427800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.628E-04,0.000E+00,0.000E+00,2.990E-04,5.628E-04,6.953E-01,9.438E-03
428400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.043E-03,5.627E-04,0.000E+00,0.000E+00,2.991E-04,5.627E-04,6.921E-01,9.438E-03
429000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.627E-04,0.000E+00,0.000E+00,2.991E-04,5.627E-04,6.888E-01,9.438E-03
429600,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.627E-04,0.000E+00,0.000E+00,2.992E-04,5.627E-04,6.856E-01,9.438E-03
430200,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.627E-04,0.000E+00,0.000E+00,2.992E-04,5.627E-04,6.824E-01,9.438E-03
430800,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.627E-04,0.000E+00,0.000E+00,2.993E-04,5.627E-04,6.792E-01,9.438E-03
431400,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.627E-04,0.000E+00,0.000E+00,2.993E-04,5.627E-04,6.761E-01,9.438E-03
432000,1.113991E+05,1.055019E+05,0.000E+00,0.000E+00,4.044E-03,5.627E-04,0.000E+00,0.000E+00,2.994E-04,5.627E-04,6.730E-01,9.438E-03
